,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.url,Answer.asian_hate_crime,Answer.reference_hate,Answer.title,Approve,Reject
508,3K1H3NEY7KY8SA79WYJX3O8WNX2DGP,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3SB5N7Y3O33HGA49AO04C1J039J0G2,A2GQH4SWIOFH2L,Submitted,Fri Apr 30 18:57:06 PDT 2021,Fri Apr 30 18:57:25 PDT 2021,Wed May 05 18:57:25 PDT 2021,,,,19,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/local-news/manhattan/inwood-shooting-injures-5-people-including-teenager-nypd/,FALSE,FALSE,"Inwood shooting injures 5 people, including teenager: NYPD",x,
509,3K1H3NEY7KY8SA79WYJX3O8WNX2DGP,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3XC1O3LBOSLYIBF1JHLU94QDW12TLD,AT0HSOX32RSHB,Submitted,Fri Apr 30 19:10:25 PDT 2021,Fri Apr 30 19:11:11 PDT 2021,Wed May 05 19:11:11 PDT 2021,,,,46,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/local-news/manhattan/inwood-shooting-injures-5-people-including-teenager-nypd/,FALSE,FALSE,"Inwood shooting injures 5 people, including teenager: NYPD",x,
510,39XCQ6V3KX3BR43A5FSSTL7FG21658,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3L4PIM1GQTF52V98Y75P3XRRHVFYR3,A30F0PU2C1SRQW,Submitted,Fri Apr 30 20:09:53 PDT 2021,Fri Apr 30 20:10:43 PDT 2021,Wed May 05 20:10:43 PDT 2021,,,,50,0% (0/0),0% (0/0),0% (0/0),https://www.lehighvalleylive.com/phillipsburg/2011/07/facebook_video_shows_assault_o.html,FALSE,FALSE,Facebook video shows assault of Phillipsburg Middle School student,x,
511,39XCQ6V3KX3BR43A5FSSTL7FG21658,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3X1FV8S5JXQX9B5PDLOTXU9QX5WVGP,AKXJDNVRKOMKM,Submitted,Fri Apr 30 19:06:36 PDT 2021,Fri Apr 30 19:35:02 PDT 2021,Wed May 05 19:35:02 PDT 2021,,,,1706,0% (0/0),0% (0/0),0% (0/0),https://www.lehighvalleylive.com/phillipsburg/2011/07/facebook_video_shows_assault_o.html,FALSE,FALSE,Facebook video shows assault of Phillipsburg Middle School student,x,
512,39XCQ6V3KX3BR43A5FSSTL7FG21658,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3X4MXAO0BGN1DQE8J6N1I06B6N4WRR,A665JDIORXFLC,Submitted,Fri Apr 30 18:28:31 PDT 2021,Fri Apr 30 18:30:49 PDT 2021,Wed May 05 18:30:49 PDT 2021,,,,138,0% (0/0),0% (0/0),0% (0/0),https://www.lehighvalleylive.com/phillipsburg/2011/07/facebook_video_shows_assault_o.html,FALSE,FALSE,Facebook video shows assault of Phillipsburg Middle School student,x,
513,37SOB9Z0SRWQWAJDE0A137RSS1Z3LN,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3F0BG9B9MPMVKCPTPT7JYG0RGJNY76,A2FJ8YQ6VHGD2L,Submitted,Fri Apr 30 20:38:11 PDT 2021,Fri Apr 30 20:48:29 PDT 2021,Wed May 05 20:48:29 PDT 2021,,,,618,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnews.com/feature/nbc-out/arkansas-asks-city-s-lgbtq-rights-ordinance-be-blocked-n787901,FALSE,TRUE,Arkansas Asks That City's LGBTQ Rights Ordinance Be Blocked,,Your answer for this HIT was incorrect
514,37SOB9Z0SRWQWAJDE0A137RSS1Z3LN,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3MMN5BL1WZ3DPCZS4EGIR41427L3ME,A27A3Z6J7745DI,Submitted,Fri Apr 30 20:00:48 PDT 2021,Fri Apr 30 20:01:13 PDT 2021,Wed May 05 20:01:13 PDT 2021,,,,25,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnews.com/feature/nbc-out/arkansas-asks-city-s-lgbtq-rights-ordinance-be-blocked-n787901,FALSE,FALSE,Arkansas Asks That City's LGBTQ Rights Ordinance Be Blocked,x,
515,37SOB9Z0SRWQWAJDE0A137RSS1Z3LN,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3WYGZ5XF3WEMJ5K49H43KZHC5IRKSK,APO5T6QKLN5DA,Submitted,Fri Apr 30 20:32:53 PDT 2021,Fri Apr 30 20:33:48 PDT 2021,Wed May 05 20:33:48 PDT 2021,,,,55,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnews.com/feature/nbc-out/arkansas-asks-city-s-lgbtq-rights-ordinance-be-blocked-n787901,FALSE,FALSE,Arkansas Asks That City's LGBTQ Rights Ordinance Be Blocked,x,
516,3K2CEDRACA0F19ZSTRH7LXAFM51TMV,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,39LNWE0K4UVBSNMKYJERMKKNYBEIUE,A34LTHW8PR3UU4,Submitted,Fri Apr 30 18:57:17 PDT 2021,Fri Apr 30 19:19:18 PDT 2021,Wed May 05 19:19:18 PDT 2021,,,,1321,0% (0/0),0% (0/0),0% (0/0),https://nypost.com/2018/07/16/ex-con-randomly-punches-women-in-the-face-in-subway-station-cops/,FALSE,FALSE,Ex-con randomly punches women in the face in subway station: cops,x,
517,3K2CEDRACA0F19ZSTRH7LXAFM51TMV,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3FPRZHYEPY6WFZT1I6H9E0KHT0QV3G,A2GQH4SWIOFH2L,Submitted,Fri Apr 30 18:54:46 PDT 2021,Fri Apr 30 18:55:18 PDT 2021,Wed May 05 18:55:18 PDT 2021,,,,32,0% (0/0),0% (0/0),0% (0/0),https://nypost.com/2018/07/16/ex-con-randomly-punches-women-in-the-face-in-subway-station-cops/,FALSE,FALSE,Ex-con randomly punches women in the face in subway station: cops,x,
518,3K2CEDRACA0F19ZSTRH7LXAFM51TMV,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3Z4AIRP3C6CS9LKHVH48ES25BRQX1Z,A2FWRZLIE1I60V,Submitted,Fri Apr 30 20:04:13 PDT 2021,Fri Apr 30 20:06:15 PDT 2021,Wed May 05 20:06:15 PDT 2021,,,,122,0% (0/0),0% (0/0),0% (0/0),https://nypost.com/2018/07/16/ex-con-randomly-punches-women-in-the-face-in-subway-station-cops/,FALSE,FALSE,Ex-con randomly punches women in the face in subway station: cops,x,
519,3ZURAPD287M8MFV25LTKK17BXLZ1FO,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,37ZHEEHM6WLU49S508ET8M4E7IK731,A2GQH4SWIOFH2L,Submitted,Fri Apr 30 19:00:47 PDT 2021,Fri Apr 30 19:01:44 PDT 2021,Wed May 05 19:01:44 PDT 2021,,,,57,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/disturbing-video-shows-emts-being-attacked-while-responding-to-emergency-calls/,FALSE,FALSE,Disturbing video shows EMTs being attacked while responding to emergency calls,x,
520,3ZURAPD287M8MFV25LTKK17BXLZ1FO,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3GFK2QRXX9GC83GAMZAYFZ1FE5HW5F,A26Z3YPJ8RYJQJ,Submitted,Fri Apr 30 18:43:22 PDT 2021,Fri Apr 30 18:45:09 PDT 2021,Wed May 05 18:45:09 PDT 2021,,,,107,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/disturbing-video-shows-emts-being-attacked-while-responding-to-emergency-calls/,FALSE,FALSE,Disturbing video shows EMTs being attacked while responding to emergency calls,x,
521,3ZURAPD287M8MFV25LTKK17BXLZ1FO,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3P4RDNWND552E7BQMKADFIBCHVFIJH,A1H41FXO90HW7T,Submitted,Fri Apr 30 18:45:47 PDT 2021,Fri Apr 30 18:48:12 PDT 2021,Wed May 05 18:48:12 PDT 2021,,,,145,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/disturbing-video-shows-emts-being-attacked-while-responding-to-emergency-calls/,FALSE,FALSE,Disturbing video shows EMTs being attacked while responding to emergency calls,x,
522,375VMB7D4IIMO1D4MMJ0O0LC2AUDIH,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,358010RM5ES8VX0F2VOXLG9L0VZXVQ,A2FJ8YQ6VHGD2L,Submitted,Fri Apr 30 20:30:26 PDT 2021,Fri Apr 30 20:35:40 PDT 2021,Wed May 05 20:35:40 PDT 2021,,,,314,0% (0/0),0% (0/0),0% (0/0),https://www.timesunion.com/local/article/Hate-crime-is-not-part-of-assault-plea-989641.php,TRUE,FALSE,"Skip to main content Sign In Recommended Troy high head coach Bob Burns during the Class A championship against Burnt Hills at Troy High on Friday, April 30, 2021. (Jim Franco/Special to the Times Union) Troy claims Class A football title with a resounding victory over Burnt... Shenendehowa graduate Kelly Buckley of Fairfield field hockey. (Fairfield Athletics) Campus watch: Kelly Buckley recognized for defense at Fairfield Guilderland?•s KC Aghanenu (58) and Shaker?•s Ryan Mazzariello (52) after a Section II Class AA football high school football championship game Friday, April 30, 2021, in Latham, N.Y. Guilderland won 21-20. (Hans Pennink / Special to the Times Union) ORG XMIT: 050121_hsfb1_HP101 Guilderland takes a chance, holds off Shaker for Class AA football title Anthony Germinerio of the UAlbany baseball team. UAlbany pitcher Anthony Germinerio hopes 'more to come' after... Trainer Brad Cox pats morning line favorite for the Kentucky Derby Essential Quality on the head after his morning bath in the barn area of Churchill Downs Wednesday April 28, 2021 in Louisville, Kentucky. Photo Special to the Times Union by Skip Dickstein Trainer Brad Cox optimistic headed into Kentucky Derby Were you seen at the 2019 Hyde Gala on September 21, 2019, at The Hyde Collection in Glens Falls, New York? Hyde museum in Glens Falls reopens Saturday HALLANDALE, FLORIDA - MARCH 27: Known Agenda #5, ridden by Irad Ortiz Jr., wins the 69th running of the Florida Derby at Gulfstream Park on March 27, 2021 in Hallandale, Florida. Look for Known Agenda to cross Kentucky Derby finish line first Dominick Calsolaro points to Waste Management garbage bins at the Port of Albany on Friday, April 30, 2021 in Albany, N.Y. Waste ManagementÂ is seeking approval to accept household municipal waste at its transfer station at the Port of Albany, a large enclosed building, which is not pictured, where the company is currently allowed to handle 749 tons of construction and demolition debris, dry commercial waste and recyclables each day. (Lori Van Buren/Times Union)(Lori Van Buren/Times Union) Garbage hauler wants to use Port of Albany, South End residents worried A GE worker with silicon carbide wafers at the company's research lab in Niskayuna. GE is transferring its silicon carbide chip development to SUNY Poly in Albany. Niskayuna man sentenced to probation after stealing GE chip secrets Reservoir at the Cohoes Water Plant on Friday, April 30, 2021, in Cohoes, N.Y. The city of plans to be the first in the nation to float solar panels on its reservoir to generate electricity. (Will Waldron/Times Union) Cohoes reservoir could be a floating solar power pioneer NEWS // LOCAL NEWS",,Your answer for this HIT was incorrect
523,375VMB7D4IIMO1D4MMJ0O0LC2AUDIH,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3MMN5BL1WZ3DPCZS4EGIR41427IM3U,A30F0PU2C1SRQW,Submitted,Fri Apr 30 19:36:40 PDT 2021,Fri Apr 30 19:37:00 PDT 2021,Wed May 05 19:37:00 PDT 2021,,,,20,0% (0/0),0% (0/0),0% (0/0),https://www.timesunion.com/local/article/Hate-crime-is-not-part-of-assault-plea-989641.php,FALSE,FALSE,Hate crime is not part of assault plea,x,
524,375VMB7D4IIMO1D4MMJ0O0LC2AUDIH,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3Z3ZLGNNSIT4ARXKW7NZ8DL9C8KQ3Q,A8QO0O3DM3LXJ,Submitted,Fri Apr 30 20:35:21 PDT 2021,Fri Apr 30 20:36:01 PDT 2021,Wed May 05 20:36:01 PDT 2021,,,,40,0% (0/0),0% (0/0),0% (0/0),https://www.timesunion.com/local/article/Hate-crime-is-not-part-of-assault-plea-989641.php,FALSE,TRUE,Hate crime is not part of assault plea,,Your answer for this HIT was incorrect
525,3KVQ0UJWPWK9LJIGWX5WRF6S44TW5Y,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,32AT8R96GL80M1PG3V85QMQA79MSUM,A27A3Z6J7745DI,Submitted,Fri Apr 30 19:58:29 PDT 2021,Fri Apr 30 19:59:48 PDT 2021,Wed May 05 19:59:48 PDT 2021,,,,79,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnewyork.com/news/national-international/warnock-ossoff-win-ga-senate-runoffs-nbc-news-projects/2815765/,FALSE,FALSE,"Perdue, Loeffler Concede Senate Runoffs",x,
526,3KVQ0UJWPWK9LJIGWX5WRF6S44TW5Y,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3IAS3U3I0FFSL3ZC9PC4UELIKUBB2G,A3GCVJINCZ758Y,Submitted,Fri Apr 30 18:58:32 PDT 2021,Fri Apr 30 19:00:19 PDT 2021,Wed May 05 19:00:19 PDT 2021,,,,107,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnewyork.com/news/national-international/warnock-ossoff-win-ga-senate-runoffs-nbc-news-projects/2815765/,FALSE,TRUE,"Perdue, Loeffler Concede Senate Runoffs",,Your answer for this HIT was incorrect
527,3KVQ0UJWPWK9LJIGWX5WRF6S44TW5Y,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3J2UYBXQQLBFJHF3YBRI0A6B9VF605,A2LSYIW9I5K4JE,Submitted,Fri Apr 30 18:48:39 PDT 2021,Fri Apr 30 18:53:15 PDT 2021,Wed May 05 18:53:15 PDT 2021,,,,276,0% (0/0),0% (0/0),0% (0/0),https://www.nbcnewyork.com/news/national-international/warnock-ossoff-win-ga-senate-runoffs-nbc-news-projects/2815765/,FALSE,FALSE,"Perdue, Loeffler Concede Senate Runoffs",x,
528,3HFWPF5AK8ID0NE3Y972FT5NKV73S1,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3N1FSUEFL5ZV3ECJRZMYIJ6G7TQD4S,A2HSX08DWDYJU7,Submitted,Fri Apr 30 20:17:55 PDT 2021,Fri Apr 30 20:20:09 PDT 2021,Wed May 05 20:20:09 PDT 2021,,,,134,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/sports/bondy-10-places-racism-major-issue-sport-article-1.1778178,FALSE,TRUE,10 places where racism is still a major issue in sports,,Your answer for this HIT was incorrect
529,3HFWPF5AK8ID0NE3Y972FT5NKV73S1,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3NQL1CS15R7XV2QP7RAZ4UGU21HVYI,A2DCGTGSVHL9KM,Submitted,Fri Apr 30 18:31:55 PDT 2021,Fri Apr 30 18:34:35 PDT 2021,Wed May 05 18:34:35 PDT 2021,,,,160,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/sports/bondy-10-places-racism-major-issue-sport-article-1.1778178,TRUE,TRUE,10 places where racism is still a major issue in sports,x,
530,3HFWPF5AK8ID0NE3Y972FT5NKV73S1,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,3VE8AYVF8MWTKZDHU871NVP6LSSF82,A37NZ5CUEO3RX7,Submitted,Fri Apr 30 18:40:10 PDT 2021,Fri Apr 30 18:41:41 PDT 2021,Wed May 05 18:41:41 PDT 2021,,,,91,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/sports/bondy-10-places-racism-major-issue-sport-article-1.1778178,TRUE,TRUE,10 places where racism is still a major issue in sports,x,
531,3X2LT8FDHVHS811IUVCZ3ZGJ6UUW80,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,34Q075JO1XCKCVE6S5F15EFU1K4016,A2FWRZLIE1I60V,Submitted,Fri Apr 30 19:40:50 PDT 2021,Fri Apr 30 19:42:05 PDT 2021,Wed May 05 19:42:05 PDT 2021,,,,75,0% (0/0),0% (0/0),0% (0/0),https://thebrownandwhite.com/2019/02/24/lehigh-northampton-flu-epidemic/,FALSE,FALSE,Lehigh students avoid Northampton County flu epidemic,x,
532,3X2LT8FDHVHS811IUVCZ3ZGJ6UUW80,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3BEFOD78W6SY78IW4SL119TAG7EM4F,A34LTHW8PR3UU4,Submitted,Fri Apr 30 19:36:40 PDT 2021,Fri Apr 30 20:01:30 PDT 2021,Wed May 05 20:01:30 PDT 2021,,,,1490,0% (0/0),0% (0/0),0% (0/0),https://thebrownandwhite.com/2019/02/24/lehigh-northampton-flu-epidemic/,FALSE,FALSE,Lehigh students avoid Northampton County flu epidemic,x,
533,3X2LT8FDHVHS811IUVCZ3ZGJ6UUW80,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:46 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:46 PDT 2021,,,3MHW492WW0CX1L1BOOMOAZTNTRFVM4,A2EV4VW1L9KDB1,Submitted,Fri Apr 30 20:20:47 PDT 2021,Fri Apr 30 20:34:02 PDT 2021,Wed May 05 20:34:02 PDT 2021,,,,795,0% (0/0),0% (0/0),0% (0/0),https://thebrownandwhite.com/2019/02/24/lehigh-northampton-flu-epidemic/,FALSE,FALSE,Lehigh students avoid Northampton County flu epidemic,x,
534,3SR6AEG6W4SPQHXBC0OT19UYKLKYHG,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3FIUS151DV1EREFUOQP7XT6GAQ3GGG,A6NVA9PSANOXO,Submitted,Fri Apr 30 18:24:37 PDT 2021,Fri Apr 30 18:35:10 PDT 2021,Wed May 05 18:35:10 PDT 2021,,,,633,0% (0/0),0% (0/0),0% (0/0),https://www.hollywoodreporter.com/news/emma-watson-threatened-nude-photo-735226,FALSE,FALSE,Emma Watson Threatened With Nude Photo Attack Because She Spoke Up for Women,x,
535,3SR6AEG6W4SPQHXBC0OT19UYKLKYHG,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3HRMW88U16PH8K0VLRYZP63XZVSM0T,A26Z3YPJ8RYJQJ,Submitted,Fri Apr 30 18:38:10 PDT 2021,Fri Apr 30 18:38:37 PDT 2021,Wed May 05 18:38:37 PDT 2021,,,,27,0% (0/0),0% (0/0),0% (0/0),https://www.hollywoodreporter.com/news/emma-watson-threatened-nude-photo-735226,FALSE,FALSE,Emma Watson Threatened With Nude Photo Attack Because She Spoke Up for Women,x,
536,3SR6AEG6W4SPQHXBC0OT19UYKLKYHG,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:44 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:44 PDT 2021,,,3VNXK88KKCHIU1IHZFIJ5DN3TSWV9T,A34LTHW8PR3UU4,Submitted,Fri Apr 30 18:30:55 PDT 2021,Fri Apr 30 18:51:55 PDT 2021,Wed May 05 18:51:55 PDT 2021,,,,1260,0% (0/0),0% (0/0),0% (0/0),https://www.hollywoodreporter.com/news/emma-watson-threatened-nude-photo-735226,FALSE,FALSE,Emma Watson Threatened With Nude Photo Attack Because She Spoke Up for Women,x,
537,3KI0JD2ZU0HQE8HTT87PR5LB78W67N,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:47 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:47 PDT 2021,,,35K3O9HUABCAT0N87BT1F5LSWVVEF5,A2H1RXUC8XNNIW,Submitted,Fri Apr 30 19:23:24 PDT 2021,Fri Apr 30 19:31:19 PDT 2021,Wed May 05 19:31:19 PDT 2021,,,,475,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/entertainment/evita-opens-broadway-starring-ricky-martin-argentinian-actress-elena-roger-article-1.1056595,invalid,invalid,,,Your answer for this HIT was incorrect
